geneid;symbol;diseaseid;disease_name;score;association_type;original_source;sentence;pmid;pmid_year
6716;SRD5A2;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"For <span class=""disease"" id=""18306354-11-4-19"">prostate cancer</span>, the best two-gene interaction included genotypes <span class=""gene"" id=""18306354-11-70-76"">SRD5A2</span> V89L GG and AKR1C3 Q5H CC with OR 1.30, 95% CI 1.01-1.66.";18306354;2008
2117;ETV3;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;The long tail of oncogenic drivers in prostate cancer.;29610475;2018
4824;NKX3-1;C0376358;Malignant neoplasm of prostate;0,54;Biomarker;CTD_human;Transcriptional regulation of the homeobox gene NKX3.1 by all-trans retinoic acid in prostate cancer cells.;16817226;2007
1956;EGFR;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;Bispecific antisense oligonucleotides with multiple binding sites for the treatment of prostate tumors and their applicability to combination therapy.;17136230;2007
64816;CYP3A43;C0376358;Malignant neoplasm of prostate;0,36;Biomarker;CTD_human;"<span class=""gene"" id=""15894682-0-0-7"">CYP3A43</span> Pro(340)Ala polymorphism and <span class=""disease"" id=""15894682-0-37-52"">prostate cancer</span> risk in African Americans and Caucasians.";15894682;2005
12;SERPINA3;C0376358;Malignant neoplasm of prostate;0,32;Biomarker;CTD_human;"Allele and genotype frequencies of a promoter single nucleotide polymorphism (SNP) in <span class=""gene"" id=""18383875-5-86-89"">ACT</span> gene were investigated in patients with benign prostate hypertrophy (BHP) or <span class=""disease"" id=""18383875-5-167-170"">PCa</span> and controls.";18383875;2008
51181;DCXR;C0376358;Malignant neoplasm of prostate;0,31;Biomarker;CTD_human;Identification of genes potentially involved in the acquisition of androgen-independent and metastatic tumor growth in an autochthonous genetically engineered mouse prostate cancer model.;17013881;2007
29;ABR;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;The bromodomain protein BRD4 regulates the KEAP1/NRF2-dependent oxidative stress response.;24763052;2015
6716;SRD5A2;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;Systematic replication study of reported genetic associations in prostate cancer: Strong support for genetic variation in the androgen pathway.;16998812;2007
5034;P4HB;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;Identification of genes potentially involved in the acquisition of androgen-independent and metastatic tumor growth in an autochthonous genetically engineered mouse prostate cancer model.;17013881;2007
6648;SOD2;C0376358;Malignant neoplasm of prostate;0,4;Therapeutic;CTD_human;"Functional variant of manganese superoxide dismutase (<span class=""gene"" id=""17646272-0-54-58"">SOD2</span> V16A) polymorphism is associated with <span class=""disease"" id=""17646272-0-97-112"">prostate cancer</span> risk in the prostate, lung, colorectal, and ovarian cancer study.";17646272;2007
2146;EZH2;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;Down-regulation of the histone methyltransferase EZH2 contributes to the epigenetic programming of decidualizing human endometrial stromal cells.;21903722;2012
5329;PLAUR;C0376358;Malignant neoplasm of prostate;0,32;Biomarker;CTD_human;DU145 human prostate carcinoma invasiveness is modulated by urokinase receptor (uPAR) downstream of epidermal growth factor receptor (EGFR) signaling.;15302576;2004
1469;CST1;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;Microarray comparison of prostate tumor gene expression in African-American and Caucasian American males: a pilot project study.;19208208;2010
2052;EPHX1;C0376358;Malignant neoplasm of prostate;0,33;Biomarker;CTD_human;The bromodomain protein BRD4 regulates the KEAP1/NRF2-dependent oxidative stress response.;24763052;2015
367;AR;C0376358;Malignant neoplasm of prostate;0,7;Therapeutic;CTD_human;"In this study, we use <span class=""disease"" id=""20729295-7-22-37"">prostate cancer</span> cell lines to test the hypothesis that resveratrol inhibits cellular proliferation in both <span class=""gene"" id=""20729295-7-129-131"">AR</span>-dependent and -independent mechanisms.";20729295;2011
2944;GSTM1;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Despite limitations due to study size, we conclude that the association between HCA intake and <span class=""disease"" id=""22564066-9-95-98"">PCa</span> risk could be modified by polymorphisms of GSTT1, <span class=""gene"" id=""22564066-9-149-154"">GSTM1</span>, and MnSOD.";22564066;2012
3486;IGFBP3;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"We hypothesized that the functional polymorphisms in IGF-I and <span class=""gene"" id=""24586243-2-63-70"">IGFBP-3</span> may be associated with the risk of <span class=""disease"" id=""24586243-2-106-121"">prostate cancer</span> (<span class=""disease"" id=""24586243-2-123-126"">PCa</span>) in the Chinese population.";24586243;2015
2264;FGFR4;C0376358;Malignant neoplasm of prostate;0,6;GeneticVariation;UNIPROT;"A common polymorphism of <span class=""gene"" id=""18670643-2-25-31"">FGFR-4</span> in which arginine (Arg(388)) replaces glycine (Gly(388)) at amino acid 388 is associated with progression in human <span class=""disease"" id=""18670643-2-147-162"">prostate cancer</span>.";18670643;2008
2078;ERG;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Our results support the hypothesis that HDACi, especially in combination with androgen deprivation, is effective against <span class=""gene"" id=""18798265-10-121-139"">TMPRSS2-ERG-fusion</span> positive <span class=""disease"" id=""18798265-10-149-164"">prostate cancer</span> in vitro.";18798265;2009
7048;TGFBR2;C0376358;Malignant neoplasm of prostate;0,58;Biomarker;CTD_human;"DNA methylation of the human <span class=""gene"" id=""18381416-6-29-35"">TGFBR2</span> promoter CpG islands repressed transcription, if present, but neither methylation nor mutation were detected in 27 human <span class=""disease"" id=""18381416-6-157-173"">prostate cancers</span> analyzed.";18381416;2008
2950;GSTP1;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Association of CYP17, <span class=""gene"" id=""15538743-0-22-27"">GSTP1</span>, and PON1 polymorphisms with the risk of <span class=""disease"" id=""15538743-0-69-84"">prostate cancer</span>.";15538743;2005
7157;TP53;C0376358;Malignant neoplasm of prostate;0,5;Biomarker;CTD_human;"We found that NKX3.1 expression is down-regulated by over-expression of wild type (wt) <span class=""gene"" id=""17202838-4-87-90"">p53</span> in <span class=""disease"" id=""17202838-4-94-109"">prostate cancer</span> LNCaP cells.";17202838;2007
1509;CTSD;C0376358;Malignant neoplasm of prostate;0,31;Biomarker;CTD_human;Identification of genes potentially involved in the acquisition of androgen-independent and metastatic tumor growth in an autochthonous genetically engineered mouse prostate cancer model.;17013881;2007
6041;RNASEL;C0376358;Malignant neoplasm of prostate;0,5;Biomarker;CTD_human;"We examined polymorphisms within ELAC2 (S217L, A541T, E622V), MSR1 (P275A, R293X, aIVS5-59c), and <span class=""gene"" id=""16114055-5-98-104"">RNASEL</span> (E265X, R462Q, D541E) in 150 European-Americans with metastatic prostate cancer and 170 <span class=""disease"" id=""16114055-5-193-208"">prostate cancer</span>-free controls using pyrosequencing assays.";16114055;2006
567;B2M;C0376358;Malignant neoplasm of prostate;0,33;Biomarker;CTD_human;"Additional studies are warranted to explore if <span class=""gene"" id=""17404077-13-47-50"">B2M</span> is as useful marker for <span class=""disease"" id=""17404077-13-75-90"">prostate cancer</span>.";17404077;2007
354;KLK3;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;An open-label phase II study of low-dose thalidomide in androgen-independent prostate cancer.;12644816;2003
3817;KLK2;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"We genotyped 645 men with biopsy-proven <span class=""disease"" id=""17085659-3-40-55"">prostate cancer</span> (cases) and 606 males with biopsies negative for <span class=""disease"" id=""17085659-3-105-120"">prostate cancer</span> (controls) for five additional single nucleotide polymorphisms (SNP) across the <span class=""gene"" id=""17085659-3-201-205"">KLK2</span> gene and also tested for serum hK2 levels.";17085659;2007
6716;SRD5A2;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"<span class=""gene"" id=""17823934-0-0-6"">SRD5A2</span> and HSD3B2 polymorphisms are associated with <span class=""disease"" id=""17823934-0-52-67"">prostate cancer</span> risk and aggressiveness.";17823934;2007
84519;ACRBP;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;Identification of genes potentially involved in the acquisition of androgen-independent and metastatic tumor growth in an autochthonous genetically engineered mouse prostate cancer model.;17013881;2007
92105;INTS4;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;The bromodomain protein BRD4 regulates the KEAP1/NRF2-dependent oxidative stress response.;24763052;2015
3569;IL6;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Since <span class=""disease"" id=""17196171-3-6-21"">prostate cancer</span> gradually progresses to an androgen-independent state despite the stress caused by various therapeutic agents, we hypothesized the stress-activated protein kinases (SAPKs) involvement in androgen-independent growth or <span class=""gene"" id=""17196171-3-240-244"">IL-6</span> secretion of <span class=""disease"" id=""17196171-3-258-273"">prostate cancer</span> cells.";17196171;2007
5328;PLAU;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"To evaluate the frequency of the <span class=""gene"" id=""16430655-1-33-69"">urokinase-type plasminogen activator</span> (<span class=""gene"" id=""16430655-1-71-74"">uPA</span>) gene amplification and the sensitivity of <span class=""disease"" id=""16430655-1-118-133"">prostate cancer</span> cells to <span class=""gene"" id=""16430655-1-143-146"">uPA</span> inhibition, as we previously found one hormone-refractory prostate tumour with high-level amplification of the <span class=""gene"" id=""16430655-1-258-261"">uPA</span> (alias <span class=""gene"" id=""16430655-1-269-273"">PLAU</span>) gene, and also showed that a <span class=""gene"" id=""16430655-1-304-307"">uPA</span> inhibitor, amiloride, can effectively reduce the invasion potential of the PC-3 <span class=""disease"" id=""16430655-1-388-403"">prostate cancer</span> cell line.";16430655;2006
6453;ITSN1;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;The long tail of oncogenic drivers in prostate cancer.;29610475;2018
367;AR;C0376358;Malignant neoplasm of prostate;0,7;GeneticVariation;UNIPROT;"<span class=""gene"" id=""1631125-0-0-17"">Androgen receptor</span> gene mutations in human <span class=""disease"" id=""1631125-0-42-57"">prostate cancer</span>.";1631125;1992
3486;IGFBP3;C0376358;Malignant neoplasm of prostate;0,4;Therapeutic;CTD_human;"In summary, this is an initial description of the successful therapeutic use of <span class=""gene"" id=""16000583-7-80-87"">IGFBP-3</span> as a cancer therapy in vivo, and shows that combination treatment of <span class=""gene"" id=""16000583-7-157-164"">IGFBP-3</span> and RXR ligand has a synergistic effect on apoptosis induction leading to substantial inhibition of <span class=""disease"" id=""16000583-7-265-280"">prostate cancer</span> xenograft growth.";16000583;2005
4023;LPL;C0376358;Malignant neoplasm of prostate;0,34;Biomarker;CTD_human;"Association of <span class=""gene"" id=""15386377-0-15-33"">lipoprotein lipase</span> gene polymorphism with risk of <span class=""disease"" id=""15386377-0-65-80"">prostate cancer</span> in a Japanese population.";15386377;2004
6541;SLC7A1;C0376358;Malignant neoplasm of prostate;0,32;Biomarker;CTD_human;"<span class=""gene"" id=""11401523-0-0-4"">CaT1</span> expression correlates with tumor grade in <span class=""disease"" id=""11401523-0-47-62"">prostate cancer</span>.";11401523;2001
9518;GDF15;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Our data suggest that the H6D variant in <span class=""gene"" id=""16775185-7-41-46"">MIC-1</span> might play a role in <span class=""disease"" id=""16775185-7-68-83"">prostate cancer</span>, but it is difficult to explain how a variant can be associated with lower risk of developing <span class=""disease"" id=""16775185-7-178-193"">prostate cancer</span> but more aggressive growth if cancer develops.";16775185;2006
6134;RPL10;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;Identification of genes potentially involved in the acquisition of androgen-independent and metastatic tumor growth in an autochthonous genetically engineered mouse prostate cancer model.;17013881;2007
367;AR;C0376358;Malignant neoplasm of prostate;0,7;Therapeutic;CTD_human;"We show here that c-Myc, which is a key mediator of ligand-independent <span class=""disease"" id=""23704919-6-71-86"">prostate cancer</span> growth, is a key ligand-independent <span class=""gene"" id=""23704919-6-123-125"">AR</span> target gene.";23704919;2013
23013;SPEN;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;"We identify a total of 97 SMGs, including 70 not previously implicated in <span class=""disease"" id=""29610475-6-74-89"">prostate cancer</span>, such as the ubiquitin ligase CUL3 and the transcription factor <span class=""gene"" id=""29610475-6-154-158"">SPEN</span>.";29610475;2018
6648;SOD2;C0376358;Malignant neoplasm of prostate;0,4;Therapeutic;CTD_human;"However, we found no previous studies clarifying the nature of <span class=""gene"" id=""26468117-2-63-67"">SOD2</span> effects on <span class=""disease"" id=""26468117-2-79-94"">prostate cancer</span>.";26468117;2016
2697;GJA1;C0376358;Malignant neoplasm of prostate;0,39;Biomarker;CTD_human;Global analysis of differentially expressed genes in androgen-independent prostate cancer.;17199135;2007
2925;GRPR;C0376358;Malignant neoplasm of prostate;0,39;Biomarker;CTD_human;Androgen-dependent expression of the gastrin-releasing peptide receptor in human prostate tumor xenografts.;17204703;2007
999;CDH1;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;The long tail of oncogenic drivers in prostate cancer.;29610475;2018
6648;SOD2;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Men homozygous for SEPP1-Ala234 who were also <span class=""gene"" id=""19074884-11-46-50"">SOD2</span>-Ala16+ had a higher risk of prostate cancer (OR, 1.43; 95% CI, 1.17-1.76) and aggressive <span class=""disease"" id=""19074884-11-140-155"">prostate cancer</span> (OR, 1.60; 95% CI, 1.22-2.09) than those who were <span class=""gene"" id=""19074884-11-206-210"">SOD2</span>-Val16 homozygotes (interaction, <span class=""disease"" id=""19074884-11-243-258"">prostate cancer</span> P = 0.05; aggressive <span class=""disease"" id=""19074884-11-280-295"">prostate cancer</span> P = 0.01).";19074884;2009
154;ADRB2;C0376358;Malignant neoplasm of prostate;0,32;Biomarker;CTD_human;"The level of <span class=""gene"" id=""18454446-10-13-23"">beta(2)-AR</span> was increased by T3 in prostatic adenocarcinoma cells and reduced in <span class=""disease"" id=""18454446-10-93-108"">prostate cancer</span> patients who had received androgen ablation therapy for 3 months.";18454446;2008
6135;RPL11;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;Sequencing of prostate cancers identifies new cancer genes, routes of progression and drug targets.;29662167;2018
7039;TGFA;C0376358;Malignant neoplasm of prostate;0,33;Therapeutic;CTD_human;Bispecific antisense oligonucleotides with multiple binding sites for the treatment of prostate tumors and their applicability to combination therapy.;17136230;2007
354;KLK3;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;Androgen induces expression of the multidrug resistance protein gene MRP4 in prostate cancer cells.;17003774;2007
10499;NCOA2;C0376358;Malignant neoplasm of prostate;0,36;Biomarker;CTD_human;"The three coactivators, <span class=""gene"" id=""12237244-11-24-29"">TIF-2</span>, SRC-1 and RAC3, are up-regulated in relapsed <span class=""disease"" id=""12237244-11-76-91"">prostate cancer</span>.";12237244;2003
55357;TBC1D2;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;The long tail of oncogenic drivers in prostate cancer.;29610475;2018
1543;CYP1A1;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Associations between genetic polymorphisms of <span class=""gene"" id=""11275366-1-46-52"">CYP1A1</span>, CYP1A2, CYP2E1, GSTM1 and GSTT1 and <span class=""disease"" id=""11275366-1-90-105"">prostate cancer</span> (<span class=""disease"" id=""11275366-1-107-110"">PCa</span>) were analyzed in a case-control study of 315 individuals.";11275366;2001
5420;PODXL;C0376358;Malignant neoplasm of prostate;0,31;Biomarker;CTD_human;"A weak positive association was also observed between <span class=""disease"" id=""16434482-8-54-69"">prostate cancer</span> risk and <span class=""gene"" id=""16434482-8-79-84"">PODXL</span> variant 340A (in linkage disequilibrium with another variant, 587T) (OR=1.48, 95%CI=1.02-2.14, P=0.04).";16434482;2006
10928;RALBP1;C0376358;Malignant neoplasm of prostate;0,34;Biomarker;CTD_human;Identification of genes potentially involved in the acquisition of androgen-independent and metastatic tumor growth in an autochthonous genetically engineered mouse prostate cancer model.;17013881;2007
7099;TLR4;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"<span class=""gene"" id=""17301271-0-0-20"">Toll-like receptor 4</span> genetic variation and advanced <span class=""disease"" id=""17301271-0-52-67"">prostate cancer</span> risk.";17301271;2007
2099;ESR1;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;[Implications of estrogens and their receptors for the development and progression of prostate cancer].;16220300;2006
7367;UGT2B17;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"In a case-control study of 356 patients with incident primary <span class=""disease"" id=""17826523-4-62-77"">prostate cancer</span> and 363 age-matched controls, the frequencies of HSD3B1 N367T and <span class=""gene"" id=""17826523-4-144-151"">UGT2B17</span> null polymorphisms in genomic DNA were compared between the patients and controls.";17826523;2007
54704;PDP1;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;Compartmentalized activities of the pyruvate dehydrogenase complex sustain lipogenesis in prostate cancer.;29335542;2018
2078;ERG;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"<span class=""gene"" id=""28783165-0-0-18"">TMPRSS2-ERG fusion</span> co-opts master transcription factors and activates NOTCH signaling in primary <span class=""disease"" id=""28783165-0-97-112"">prostate cancer</span>.";28783165;2017
2932;GSK3B;C0376358;Malignant neoplasm of prostate;0,39;Biomarker;CTD_human;PTEN and GSK3beta: key regulators of progression to androgen-independent prostate cancer.;16421604;2006
6695;SPOCK1;C0376358;Malignant neoplasm of prostate;0,31;Biomarker;CTD_human;"Our recent microarray analysis suggested downregulation of three fibulins, FBLN1, FBLN4, and FBLN5, in <span class=""disease"" id=""17929269-6-103-118"">prostate cancer</span>, while two further ECM genes, <span class=""gene"" id=""17929269-6-149-155"">SPOCK1</span> (testican) and TENC (tenascin C), appeared upregulated or unchanged.";17929269;2008
2944;GSTM1;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Associations between genetic polymorphisms of CYP1A1, CYP1A2, CYP2E1, <span class=""gene"" id=""11275366-1-70-75"">GSTM1</span> and GSTT1 and <span class=""disease"" id=""11275366-1-90-105"">prostate cancer</span> (<span class=""disease"" id=""11275366-1-107-110"">PCa</span>) were analyzed in a case-control study of 315 individuals.";11275366;2001
7099;TLR4;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Our findings support previous studies and suggest that inherited differences in <span class=""gene"" id=""17301271-6-80-84"">TLR4</span> influence <span class=""disease"" id=""17301271-6-95-110"">prostate cancer</span> risk.";17301271;2007
11176;BAZ2A;C0376358;Malignant neoplasm of prostate;0,31;Biomarker;CTD_human;"<span class=""gene"" id=""25485837-0-0-5"">BAZ2A</span> (<span class=""gene"" id=""25485837-0-7-11"">TIP5</span>) is involved in epigenetic alterations in <span class=""disease"" id=""25485837-0-54-69"">prostate cancer</span> and its overexpression predicts disease recurrence.";25485837;2015
1366;CLDN7;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;Identification of genes potentially involved in the acquisition of androgen-independent and metastatic tumor growth in an autochthonous genetically engineered mouse prostate cancer model.;17013881;2007
6648;SOD2;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"These results suggest that the Ala variant of <span class=""gene"" id=""17646272-9-46-50"">SOD2</span> is associated with moderately increased risk of <span class=""disease"" id=""17646272-9-99-114"">prostate cancer</span>, particularly among men with lower intakes of dietary and supplemental vitamin E.";17646272;2007
5743;PTGS2;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Genetic variation in the <span class=""gene"" id=""16506214-0-25-30"">COX-2</span> gene and the association with <span class=""disease"" id=""16506214-0-61-76"">prostate cancer</span> risk.";16506214;2006
10516;FBLN5;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;"Expression of FBLN1 (major splice forms C and D), FBLN4, <span class=""gene"" id=""17929269-3-57-62"">FBLN5</span>, SPOCK1, and TENC was compared between 47 <span class=""disease"" id=""17929269-3-105-120"">prostate cancer</span> samples and 13 benign prostatic tissues by quantitative RT-PCR.";17929269;2008
857;CAV1;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"We sequenced the <span class=""gene"" id=""15948133-4-17-22"">CAV-1</span> promoter region and its open reading frame in <span class=""disease"" id=""15948133-4-69-84"">prostate cancer</span> families with linkage to chromosome 7q31-33.";15948133;2005
6774;STAT3;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Niclosamide has the potential to target the IL6-<span class=""gene"" id=""25970160-13-48-53"">Stat3</span>-AR pathway to overcome enzalutamide resistance and inhibit migration and invasion in advanced <span class=""disease"" id=""25970160-13-148-163"">prostate cancer</span>.";25970160;2015
4780;NFE2L2;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Epigenetic reactivation of <span class=""gene"" id=""23441843-0-27-31"">Nrf2</span> in murine <span class=""disease"" id=""23441843-0-42-57"">prostate cancer</span> TRAMP C1 cells by natural phytochemicals Z-ligustilide and Radix angelica sinensis via promoter CpG demethylation.";23441843;2013
2264;FGFR4;C0376358;Malignant neoplasm of prostate;0,6;GeneticVariation;UNIPROT;"Genotypes of Gly388Arg and rs2011077 polymorphisms of <span class=""gene"" id=""18756523-4-54-59"">FGFR4</span> were determined in 492 patients with <span class=""disease"" id=""18756523-4-97-112"">prostate cancer</span>, 165 patients with BPH and 179 male controls.";18756523;2008
6648;SOD2;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Despite limitations due to study size, we conclude that the association between HCA intake and <span class=""disease"" id=""22564066-9-95-98"">PCa</span> risk could be modified by polymorphisms of GSTT1, GSTM1, and <span class=""gene"" id=""22564066-9-160-165"">MnSOD</span>.";22564066;2012
367;AR;C0376358;Malignant neoplasm of prostate;0,7;Biomarker;CTD_human;"In this study, we use <span class=""disease"" id=""20729295-7-22-37"">prostate cancer</span> cell lines to test the hypothesis that resveratrol inhibits cellular proliferation in both <span class=""gene"" id=""20729295-7-129-131"">AR</span>-dependent and -independent mechanisms.";20729295;2011
3187;HNRNPH1;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;Proteome analysis of human androgen-independent prostate cancer cell lines: variable metastatic potentials correlated with vimentin expression.;17566973;2007
5652;PRSS8;C0376358;Malignant neoplasm of prostate;0,31;Biomarker;CTD_human;Androgen regulation of prostasin gene expression is mediated by sterol-regulatory element-binding proteins and SLUG.;16541421;2006
2078;ERG;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Gene fusions between prostate-specific, androgen responsive TMPRSS2 gene and oncogenic ETS factors, such as <span class=""gene"" id=""18798265-1-108-111"">ERG</span>, occur in up to 50% of all <span class=""disease"" id=""18798265-1-139-155"">prostate cancers</span>.";18798265;2009
4610;MYCL;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;Spatial genomic heterogeneity within localized, multifocal prostate cancer.;26005866;2015
2065;ERBB3;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"We thus assessed the effect of androgens and the bone microenvironment on the nuclear translocation of <span class=""gene"" id=""17634423-5-103-109"">ErbB-3</span> by using xenograft tumor models generated from bone-derived <span class=""disease"" id=""17634423-5-170-185"">prostate cancer</span> cell lines, MDA PCa 2b, and PC-3.";17634423;2007
596;BCL2;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Our data suggest that inherited <span class=""gene"" id=""16733517-5-32-37"">BCL-2</span> variants may be associated with a decrease in <span class=""disease"" id=""16733517-5-84-99"">prostate cancer</span> susceptibility.";16733517;2007
5611;DNAJC3;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;Identification of genes potentially involved in the acquisition of androgen-independent and metastatic tumor growth in an autochthonous genetically engineered mouse prostate cancer model.;17013881;2007
4780;NFE2L2;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Thus, targeting the <span class=""gene"" id=""20124447-10-20-24"">Nrf2</span> pathway in <span class=""disease"" id=""20124447-10-36-51"">prostate cancer</span> cells may provide a novel strategy to enhance chemotherapy and radiotherapy responsiveness and ameliorate the growth and tumorigenicity, leading to improved clinical outcomes.";20124447;2010
1956;EGFR;C0376358;Malignant neoplasm of prostate;0,4;Therapeutic;CTD_human;"The aim of this study was to evaluate if the hormonal therapy with BCLT can affect the <span class=""gene"" id=""17914592-2-87-91"">EGFR</span>-targeted therapy using primary cultures obtained from 22 human <span class=""disease"" id=""17914592-2-155-158"">PCa</span> tissues harvested after radical prostatectomy (RP) in patients who received (n=10) BCLT and those that did not (n=12) as neoadjuvant hormone therapy (NHT).";17914592;2007
2950;GSTP1;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;Protection against 2-hydroxyamino-1-methyl-6-phenylimidazo[4,5-b]pyridine cytotoxicity and DNA adduct formation in human prostate by glutathione S-transferase P1.;11196146;2001
3586;IL10;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Association of <span class=""gene"" id=""17999153-0-15-20"">IL-10</span> polymorphisms with <span class=""disease"" id=""17999153-0-40-55"">prostate cancer</span> risk and grade of disease.";17999153;2008
4968;OGG1;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"A significantly increased risk of <span class=""disease"" id=""14634453-7-34-49"">prostate cancer</span> was observed for subjects with <span class=""gene"" id=""14634453-7-81-86"">hOGG1</span>(326Cys) allele (ORadj 2.1, 95% CI 1.2-3.8).";14634453;2004
64240;ABCG5;C0376358;Malignant neoplasm of prostate;0,31;Biomarker;CTD_human;The Interaction between Pesticide Use and Genetic Variants Involved in Lipid Metabolism on Prostate Cancer Risk.;22919386;2012
8797;TNFRSF10A;C0376358;Malignant neoplasm of prostate;0,36;Biomarker;CTD_human;"Focusing on apoptosis, proliferation, hormone and angiogenesis, we found a group of genes such as thioredoxin domain containing 5 , <span class=""gene"" id=""17199135-3-132-186"">tumor necrosis factor receptor superfamily, member 10a</span> , ribosomal protein S19 and Janus kinase 2 upregulated in AI <span class=""disease"" id=""17199135-3-248-263"">prostate cancer</span>, could play important roles in the transition from AD to AI and could be biomarkers of prognosis.";17199135;2007
4322;MMP13;C0376358;Malignant neoplasm of prostate;0,34;Biomarker;CTD_human;"In summary, <span class=""gene"" id=""15138554-9-12-18"">MMP-13</span> is androgen regulated and detectable in <span class=""disease"" id=""15138554-9-59-74"">prostate cancer</span>.";15138554;2004
1956;EGFR;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;DU145 human prostate carcinoma invasiveness is modulated by urokinase receptor (uPAR) downstream of epidermal growth factor receptor (EGFR) signaling.;15302576;2004
2247;FGF2;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;An open-label phase II study of low-dose thalidomide in androgen-independent prostate cancer.;12644816;2003
4322;MMP13;C0376358;Malignant neoplasm of prostate;0,34;Biomarker;CTD_human;"We have furthermore shown that <span class=""gene"" id=""15138554-8-31-37"">MMP-13</span> expression is presented in human <span class=""disease"" id=""15138554-8-71-86"">prostate cancer</span> obtained from aspiration biopsy.";15138554;2004
632;BGLAP;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"The aim of this study was to realize the <span class=""gene"" id=""14666681-5-41-43"">OC</span> expression in <span class=""disease"" id=""14666681-5-58-60"">PC</span> before H/T and after H/T when HRPC developed.";14666681;2004
6928;HNF1B;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Evidence for two independent <span class=""disease"" id=""18758462-0-29-44"">prostate cancer</span> risk-associated loci in the <span class=""gene"" id=""18758462-0-73-78"">HNF1B</span> gene at 17q12.";18758462;2008
